zmid,dz,cv_dm,cv_70,cv_75,cv_80,cv_85,cv_90,cv_95,cv_100,cv_105,cv_110
7.5,1,0.04318674483289608,0.7280791376599799,0.7280791376599799,0.7280791376599799,0.7280791376599799,0.8437537320033495,1.6522555622506747,1.6857392935200686,2.802988786817139,3.688014617977402
8,1,0.04234159537519055,0.8208045571519014,0.8208045571519014,0.8208045571519014,0.8208045571519014,0.951697675142553,1.9320642417241136,1.9598210985054678,3.287060603493291,4.254363322522695
