side1,side2,zarr,dz,acc,OmegaM,OmegaL,OmegaBaryon,sigma8,ns,h,verbose
0.03666666666666667,0.07333333333333333,7.0,1,low,0.308,0.692,0.047858963983954186,0.82,0.96,0.678,False
0.03666666666666667,0.07333333333333333,7.5,1,low,0.308,0.692,0.047858963983954186,0.82,0.96,0.678,False
0.03666666666666667,0.07333333333333333,8.0,1,low,0.308,0.692,0.047858963983954186,0.82,0.96,0.678,False
0.03666666666666667,0.07333333333333333,8.5,1,low,0.308,0.692,0.047858963983954186,0.82,0.96,0.678,False
